"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5283280";"";"None";"524.58";"1";"3.25";"B-39";"O=C(c1ccco1)N1CCCc2cc(N(S(=O)(=O)c3cccnc3)S(=O)(=O)c3cccnc3)ccc21";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5238556";"Modulation of glucocorticoid receptor (unknown origin) transfected in human HeLa cells assessed as transrepression by measuring inhibition of PMA-induced AP-1 signalling incubated for 18 hrs by dual-luciferase reporter based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236596";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 18.0 hr";"";"";"50.0"
"CHEMBL302442";"";"None";"453.52";"0";"4.39";"19p";"CCOC(=O)c1cccc(C2Oc3cccc(OC)c3-c3ccc(NS(C)(=O)=O)cc32)c1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"16.56";"0.32";"3.12";"8.26";"0";"CHEMBL686297";"Displacement of [3H]dexamethasone from human Glucocorticoid receptor (GR); Value ranges from 28-34 nM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"31.0"
"CHEMBL302134";"";"None";"464.51";"1";"5.47";"46";"Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1cccc(OC(F)(F)F)c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL685251";"Functional activity towards human glucocorticoid receptor in genetically engineered cell line containing glucocorticoid response element and reporter gene encoding a secreted form of alkaline phosphatase";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";""
"CHEMBL65381";"";"None";"331.42";"1";"5.28";"17i";"CCNc1ccc2c(c1)C(c1ccccc1)Oc1cccc(OC)c1-2";"IC50";"'='";"382.0";"nM";"6.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL683498";"Effect on human Glucocorticoid receptor (GR) in a whole cell assay to measure functional cellular GR-antagonism (GRAF)";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"382.0"
"CHEMBL304258";"";"None";"359.43";"1";"5.19";"17g";"CCC(=O)Nc1ccc2c(c1)C(c1ccccc1)Oc1cccc(OC)c1-2";"IC50";"'='";"124.0";"nM";"6.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL683498";"Effect on human Glucocorticoid receptor (GR) in a whole cell assay to measure functional cellular GR-antagonism (GRAF)";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"124.0"
"CHEMBL362914";"";"None";"407.46";"1";"5.03";"12";"C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1ccc(F)nc1";"IC50";"'='";"13.6";"nM";"7.87";"";"";"UO_0000065";"19.31";"0.36";"2.84";"15.44";"0";"CHEMBL831159";"Inhibition of human glucocorticoid receptor alpha by displacement of [3H]dexamethasone";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143546";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"13.6"
"CHEMBL68083";"";"None";"416.49";"0";"4.85";"61";"Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(F)cc1F";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"18.79";"0.37";"2.97";"15.83";"1";"CHEMBL679612";"Binding affinity against human Glucocorticoid receptor (GR) using [3H]dexamethasone as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"15.0"
"CHEMBL183755";"";"None";"558.70";"2";"6.77";"24";"Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2cccc(CCCC(=O)O)c2)cc1";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"12.75";"0.24";"0.35";"7.43";"0";"CHEMBL874547";"Inhibition of [3H]dexamethasone binding to glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"75.0"
"CHEMBL360746";"";"None";"643.81";"2";"6.67";"27";"Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(CCCC(=O)NCCCC(=O)O)cc2)cc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833998";"Inhibition of glucocorticoid receptor Dexamethasone response";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"200.0"
"CHEMBL181493";"";"None";"587.74";"2";"6.27";"17";"CC(=O)NCCCOc1cccc(Oc2ccc(CN(Cc3ccccc3)c3cccc(NS(C)(=O)=O)c3C)cc2)c1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL833998";"Inhibition of glucocorticoid receptor Dexamethasone response";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"280.0"
"CHEMBL184771";"";"None";"668.86";"2";"6.43";"20";"Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(CCC(=O)NCCCN3CCCC3=O)cc2)cc1";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"12.94";"0.25";"2.23";"8.01";"0";"CHEMBL874547";"Inhibition of [3H]dexamethasone binding to glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2.2"
"CHEMBL70381";"";"None";"432.95";"1";"5.37";"19";"Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Cl)cc1F";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL685250";"Functional activity towards human Glucocorticoid receptor in genetically engineered cell line containing glucocorticoid response element and reporter gene encoding a secreted form of alkaline phosphatase";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"210.0"
"CHEMBL71450";"";"None";"436.58";"1";"5.14";"60";"C=CCOc1ccc(CN(Cc2ccccc2)c2cccc(NS(C)(=O)=O)c2C)cc1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL685250";"Functional activity towards human Glucocorticoid receptor in genetically engineered cell line containing glucocorticoid response element and reporter gene encoding a secreted form of alkaline phosphatase";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147558";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"340.0"
"CHEMBL467633";"";"None";"529.44";"1";"3.06";"13i, E2";"CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1c(F)cccc1F";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"15.30";"0.30";"5.04";"7.14";"0";"CHEMBL963881";"Displacement of fluorescent labelled Dexamethasone from glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139273";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"8.1"
"CHEMBL479431";"";"None";"545.90";"1";"3.57";"(+/-)-13n";"CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1ccc(F)cc1Cl";"IC50";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"14.11";"0.28";"4.13";"6.79";"0";"CHEMBL963881";"Displacement of fluorescent labelled Dexamethasone from glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139273";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"7.7"
"CHEMBL550730";"";"None";"518.49";"2";"5.17";"rac-32";"CCN(CC(O)(CNc1cccc2c1cnn2-c1ccc(F)cc1)C(F)(F)F)C(=O)c1ccccc1F";"IC50";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1052501";"Agonist activity at GR in human A549 cells by NF-kappaB transrepression assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307651";"";"";"";"7.5"
"CHEMBL549725";"";"None";"367.29";"0";"3.42";"1,rac 3G8N";"CC(C(=O)N(C)C)N(CC(F)(F)F)c1ccc(C#N)c(C(F)(F)F)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1059180";"Binding affinity to GR by fluorescence polarization based competition binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154030";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10.0"
"CHEMBL184228";"";"None";"300.44";"0";"4.19";"7";"CC[C@H]1C[C@@]2(C)C(CC[C@@H]2O)C2CCC3=CC(=O)CCC3=C21";"IC50";"'='";"1294.0";"nM";"5.89";"";"";"UO_0000065";"19.60";"0.37";"1.70";"15.79";"0";"CHEMBL827972";"Inhibition of CHO-K1 cells expressing glucocorticoid receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137214";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3307512";"";"";"";"1294.0"
"CHEMBL2022659";"";"None";"562.78";"2";"5.42";"48";"C[C@]12Cc3cnn(C4CCCCC4)c3C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CSc1ncccn1";"IC50";"'='";"137.0";"nM";"6.86";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2025289";"Transactivation activity at human glucocorticoid receptor in cells co-expressing GRE by luciferase reporter gene assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021850";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"137.0"
"CHEMBL2022866";"";"None";"634.85";"2";"6.65";"52";"C=CCn1c(SCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=Cc6c(cnn6-c6ccccc6)C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)nc2ccccc21";"IC50";"'='";"28.6";"nM";"7.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2025289";"Transactivation activity at human glucocorticoid receptor in cells co-expressing GRE by luciferase reporter gene assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021850";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"28.6"
"CHEMBL2024025";"";"None";"496.63";"0";"4.12";"37";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CSc1nc2ncccc2o1";"IC50";"'='";"61.3";"nM";"7.21";"";"";"UO_0000065";"14.52";"0.28";"3.09";"6.35";"0";"CHEMBL2025282";"Transrepression activity at glucocorticoid receptor in human H292 cells assessed as inhibition of TNF-induced IL8 production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H292";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021850";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"61.3"
"CHEMBL2024027";"";"None";"522.67";"1";"4.63";"39";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CSc1nnc(-c2ccccc2)o1";"IC50";"'='";"29.2";"nM";"7.54";"";"";"UO_0000065";"14.42";"0.28";"2.90";"6.64";"0";"CHEMBL2025282";"Transrepression activity at glucocorticoid receptor in human H292 cells assessed as inhibition of TNF-induced IL8 production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H292";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021850";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"29.2"
"CHEMBL1006";"AMIFOSTINE";"4.0";"214.23";"0";"-0.25";"AMIFOSTINE";"NCCCNCCSP(=O)(O)O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909150";"DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa S3";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3886002";"";"";"Not Active";""
"CHEMBL402362";"";"None";"338.88";"1";"6.49";"4, racemic";"Cc1cc(-c2ccc3cc[nH]c3c2)c(Cl)c2c1NC(C)(C)CC2C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL931541";"Antagonist activity at glucocorticoid receptor assessed as inhibition of dexamethasone-induced glucose response element transcriptional transactivation by luciferase assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"1.0"
"CHEMBL3706938";"";"None";"540.64";"2";"7.33";"11";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(F)cc1C(=O)N1CCCCC1)O2)C(C)=CC(C)(C)N3";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896647";"Antagonist activity at GR assessed as inhibition of dexamethasone-induced GRE activation";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1000.0"
"CHEMBL3706932";"";"None";"429.49";"1";"6.70";"5";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccccc1F)O2)C(C)=CC(C)(C)N3";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896647";"Antagonist activity at GR assessed as inhibition of dexamethasone-induced GRE activation";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1.3"
"CHEMBL3706941";"";"None";"472.52";"1";"6.51";"14";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(F)cc1/C=N/O)O2)C(C)=CC(C)(C)N3";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896648";"Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"17.0"
"CHEMBL3706939";"";"None";"576.69";"2";"6.88";"12";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(F)cc1S(=O)(=O)N1CCCCC1)O2)C(C)=CC(C)(C)N3";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896648";"Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"22.0"
"CHEMBL3706951";"";"None";"445.95";"1";"7.22";"24";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(Cl)cc1)O2)C(C)=CC(C)(C)N3";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896647";"Antagonist activity at GR assessed as inhibition of dexamethasone-induced GRE activation";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1000.0"
"CHEMBL3706959";"";"None";"493.53";"1";"7.89";"32";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(C(F)(F)F)c1C)O2)C(C)=CC(C)(C)N3";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896648";"Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"15.0"
"CHEMBL3706958";"";"None";"495.50";"1";"7.46";"31";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(OC(F)(F)F)cc1)O2)C(C)=CC(C)(C)N3";"IC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896648";"Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"91.0"
"CHEMBL3706947";"";"None";"495.50";"1";"7.46";"20";"COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(OC(F)(F)F)c1)O2)C(C)=CC(C)(C)N3";"IC50";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896648";"Activity at GR assessed as repression of TNFalpha and IL 1-beta induced E-selectin response";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149550";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"4.7"
"CHEMBL584";"NELFINAVIR";"4.0";"567.80";"1";"4.75";"Nelfinavir";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909150";"DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa S3";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3886002";"";"";"Not Active";""
"CHEMBL253745";"";"None";"368.91";"1";"6.50";"20, racemic";"COc1ccc2cc[nH]c2c1-c1cc(C)c2c(c1Cl)C(C)CC(C)(C)N2";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL931541";"Antagonist activity at glucocorticoid receptor assessed as inhibition of dexamethasone-induced glucose response element transcriptional transactivation by luciferase assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"1.0"
"CHEMBL404640";"";"None";"368.91";"1";"6.50";"14, racemic";"COc1ccc(-c2cc(C)c3c(c2Cl)C(C)CC(C)(C)N3)c2[nH]ccc12";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL931541";"Antagonist activity at glucocorticoid receptor assessed as inhibition of dexamethasone-induced glucose response element transcriptional transactivation by luciferase assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"67.0"
"CHEMBL710";"FINASTERIDE";"4.0";"372.55";"0";"3.81";"FINASTERIDE";"CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909150";"DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa S3";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3886002";"";"";"Not Active";""
"CHEMBL1917256";"";"None";"550.68";"1";"4.83";"19";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(OC(=O)c1ccco1)C(=O)CSc1ncccn1";"IC50";"'='";"9.7";"nM";"8.01";"";"";"UO_0000065";"14.55";"0.28";"3.18";"6.70";"0";"CHEMBL1919190";"Transrepression activity at glucocorticoid receptor in human H292 cells assessed as inhibition of TNF-stimulated IL-6 cytokine synthesis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H292";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914389";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"9.7"
"CHEMBL1068";"OXCARBAZEPINE";"4.0";"252.27";"0";"2.64";"OXCARBAZEPINE";"NC(=O)N1c2ccccc2CC(=O)c2ccccc21";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909150";"DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa S3";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3886002";"";"";"Not Active";""
